Vaccine,Geographic Level,Geographic Name,Demographic Level,Demographic Name,Indicator Label,Indicator Category Label,Month_Week,Week_ending,Estimate,CI_Half_width_90pct,CI_Half_width_95pct,Unweighted Sample Size,suppression_flag
RSV,National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,15.1432,0.8284,0.987,63288,0
RSV,National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,15.7728,2.0603,2.4549,4318,0
RSV,National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,43.4385,3.1173,3.7142,4318,0
RSV,National,National,Race/Ethnicity,"White, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,25.6455,2.6174,3.1186,4318,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",Up-to-date,Yes,November Week 3,11/18/2023 12:00:00 AM,16.4791,1.1951,1.424,30130,0
RSV,State,Minnesota,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,21.5753,7.1444,8.5124,107,0
RSV,State,Mississippi,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,2.7462,0.9367,1.1161,1566,0
RSV,State,Mississippi,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,2.7462,0.9367,1.1161,1566,0
RSV,State,Mississippi,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,20.1573,8.1593,9.7217,87,0
RSV,State,Mississippi,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,52.3372,11.1339,13.266,87,0
RSV,State,Mississippi,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,24.7593,9.7774,11.6497,87,0
RSV,State,Missouri,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,4.3171,1.9523,2.3262,754,0
RSV,State,Missouri,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,4.3171,1.9523,2.3262,754,0
RSV,State,Missouri,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,16.7165,10.3188,12.2947,79,0
RSV,State,Missouri,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,62.6949,12.2127,14.5512,79,0
RSV,State,Missouri,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,16.2715,9.0057,10.7302,79,0
RSV,State,Montana,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,10.4621,1.2721,1.5157,2198,0
RSV,State,Montana,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,10.4621,1.2721,1.5157,2198,0
RSV,State,Montana,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,12.4648,3.8499,4.5871,242,0
RSV,State,Montana,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,38.7748,5.8947,7.0235,242,0
RSV,State,Montana,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,38.2983,6.0467,7.2046,242,0
RSV,State,Nebraska,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,8.1025,2.3911,2.849,1097,0
RSV,State,Nebraska,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,8.1025,2.3911,2.849,1097,0
RSV,State,Nebraska,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,16.3807,7.2696,8.6617,92,0
RSV,State,Nebraska,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,47.8314,10.0649,11.9922,92,0
RSV,State,Nebraska,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,27.6854,8.9114,10.6178,92,0
RSV,State,Nevada,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,9.8696,1.6866,2.0095,2261,0
RSV,State,Nevada,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,9.8696,1.6866,2.0095,2261,0
RSV,State,Nevada,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,10.6203,4.4136,5.2587,187,0
RSV,State,Nevada,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,44.6293,7.3864,8.8009,187,0
RSV,State,Nevada,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,34.8808,7.2785,8.6723,187,0
RSV,State,New Hampshire,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,7.1743,1.3675,1.6294,2744,0
RSV,State,New Hampshire,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,7.1743,1.3675,1.6294,2744,0
RSV,State,New Hampshire,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,27.6036,9.805,11.6826,105,0
RSV,State,New Hampshire,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,38.3597,10.3809,12.3687,105,0
RSV,State,New Hampshire,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,26.8624,9.5659,11.3977,105,0
RSV,State,New Jersey,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,4.1936,1.1313,1.348,1704,0
RSV,State,New Jersey,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,4.1936,1.1313,1.348,1704,0
RSV,State,New Jersey,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,21.4989,9.8945,11.7892,66,0
RSV,State,New Jersey,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,44.7697,12.5512,14.9546,66,0
RSV,State,New Jersey,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,29.5379,11.6698,13.9045,66,0
RSV,State,New Mexico,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,11.1605,1.9679,2.3448,2120,0
RSV,State,New Mexico,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,11.1605,1.9679,2.3448,2120,0
RSV,State,New Mexico,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,20.0678,6.3293,7.5413,164,0
RSV,State,New Mexico,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,49.2396,7.7549,9.2398,164,0
RSV,State,New Mexico,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,19.5321,6.0134,7.1649,164,0
RSV,State,New York,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,7.5177,2.8112,3.3495,2012,0
RSV,State,New York,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,7.5177,2.8112,3.3495,2012,0
RSV,State,New York,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,27.6678,10.6156,12.6483,88,0
RSV,State,New York,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,43.4489,10.7724,12.8352,88,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,16.4791,1.1951,1.424,30130,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,17.5386,3.3966,4.047,2103,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,42.5298,4.5211,5.3868,2103,0
RSV,National,National,Poverty Status,"Above Poverty, Income >= $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,23.4525,3.6809,4.3857,2103,0
RSV,National,National,Poverty Status,Below Poverty,Up-to-date,Yes,November Week 3,11/18/2023 12:00:00 AM,6.7778,1.4258,1.6988,5737,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,6.7778,1.4258,1.6988,5737,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,19.7951,6.1857,7.3702,377,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,52.3658,7.8513,9.3547,377,0
RSV,National,National,Poverty Status,Below Poverty,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,21.0612,7.5695,9.0189,377,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",Up-to-date,Yes,November Week 3,11/18/2023 12:00:00 AM,11.6558,0.9298,1.1079,28461,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,11.6558,0.9298,1.1079,28461,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,18.9308,3.3157,3.9506,1897,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,44.0598,4.3233,5.1512,1897,0
RSV,National,National,Poverty Status,"Above Poverty, Income < $75k",4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,25.3536,3.7239,4.437,1897,0
RSV,National,National,Poverty Status,Poverty Status Unknown,Up-to-date,Yes,November Week 3,11/18/2023 12:00:00 AM,12.9398,1.5686,1.869,20953,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,12.9398,1.5686,1.869,20953,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,11.3293,2.8761,3.4268,1410,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,47.8219,4.8603,5.791,1410,0
RSV,National,National,Poverty Status,Poverty Status Unknown,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,27.9091,4.7385,5.6458,1410,0
RSV,State,Alabama,Overall,60+ years,Up-to-date,Yes,November Week 3,11/18/2023 12:00:00 AM,8.0316,1.8439,2.197,2273,0
RSV,State,Alabama,Overall,60+ years,4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,8.0316,1.8439,2.197,2273,0
RSV,State,Alabama,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,16.6135,5.8256,6.9412,158,0
RSV,State,Alabama,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,46.1027,8.264,9.8465,158,0
RSV,State,Alabama,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,29.2522,7.262,8.6526,158,0
RSV,State,Alaska,Overall,60+ years,Up-to-date,Yes,November Week 3,11/18/2023 12:00:00 AM,15.8245,2.5354,3.0209,989,0
RSV,State,Alaska,Overall,60+ years,4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,15.8245,2.5354,3.0209,989,0
RSV,State,Alaska,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,17.3036,8.2151,9.7882,69,0
RSV,State,Alaska,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,29.9604,12.237,14.5802,69,0
RSV,State,Alaska,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,36.9116,12.3914,14.7642,69,0
RSV,State,Arizona,Overall,60+ years,Up-to-date,Yes,November Week 3,11/18/2023 12:00:00 AM,14.9028,1.6636,1.9822,2562,0
RSV,State,Arizona,Overall,60+ years,4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,14.9028,1.6636,1.9822,2562,0
RSV,State,Arizona,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,13.664,4.0405,4.8142,238,0
RSV,State,Arizona,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,40.0012,6.2646,7.4642,238,0
RSV,State,Arizona,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,31.432,6.1392,7.3148,238,0
RSV,State,Arkansas,Overall,60+ years,Up-to-date,Yes,November Week 3,11/18/2023 12:00:00 AM,10.8979,2.6781,3.1909,1558,0
RSV,State,Arkansas,Overall,60+ years,4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,10.8979,2.6781,3.1909,1558,0
RSV,State,Arkansas,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,21.4676,14.3908,17.1465,34,0
RSV,State,Arkansas,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,43.7073,16.6624,19.8531,34,0
RSV,State,Arkansas,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 3,11/18/2023 12:00:00 AM,23.9271,14.8457,17.6884,34,0
RSV,State,California,Overall,60+ years,Up-to-date,Yes,November Week 3,11/18/2023 12:00:00 AM,11.7203,2.4674,2.9399,1732,0
RSV,State,California,Overall,60+ years,4-level vaccination and intent,Received a vaccination,November Week 3,11/18/2023 12:00:00 AM,11.7203,2.4674,2.9399,1732,0
RSV,State,California,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,November Week 3,11/18/2023 12:00:00 AM,20.2526,6.8152,8.1202,135,0
RSV,State,California,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 3,11/18/2023 12:00:00 AM,46.725,8.9526,10.6669,135,0
RSV,State,South Carolina,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,13.4448,6.1376,7.3129,76,0
RSV,State,South Dakota,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,5.1596,1.249,1.4882,2165,0
RSV,State,South Dakota,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,5.1596,1.249,1.4882,2165,0
RSV,State,South Dakota,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,18.9477,5.2919,6.3052,167,0
RSV,State,South Dakota,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,43.6539,6.7071,7.9914,167,0
RSV,State,South Dakota,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,32.2388,6.4366,7.6691,167,0
RSV,State,Tennessee,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,4.6275,1.739,2.072,557,0
RSV,State,Tennessee,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,4.6275,1.739,2.072,557,0
RSV,State,Tennessee,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,20.6515,16.2218,19.3281,45,0
RSV,State,Tennessee,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,42.1993,18.6359,22.2045,45,0
RSV,State,Tennessee,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,32.5218,17.2818,20.591,45,0
RSV,State,Texas,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,11.0302,2.1674,2.5824,4110,0
RSV,State,Texas,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,11.0302,2.1674,2.5824,4110,0
RSV,State,Texas,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,13.4274,8.0448,9.5853,383,0
RSV,State,Texas,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,52.8396,12.2453,14.5901,383,0
RSV,State,Texas,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,22.7028,10.5014,12.5123,383,0
RSV,State,Utah,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,7.2365,3.9296,4.682,344,0
RSV,State,Utah,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,,,,344,1
RSV,State,Utah,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,,,,15,1
RSV,State,Utah,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,,,,15,1
RSV,State,Utah,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,,,,15,1
RSV,State,Vermont,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,9.5298,2.5938,3.0905,441,0
RSV,State,Vermont,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,,,,441,1
RSV,State,Vermont,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,,,,13,1
RSV,State,Vermont,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,,,,13,1
RSV,State,Vermont,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,,,,13,1
RSV,State,Virgin Islands,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,1.1666,0.6035,0.7191,927,0
RSV,State,Virgin Islands,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,1.1666,0.6035,0.7191,927,0
RSV,State,Virgin Islands,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,6.7809,4.4771,5.3344,80,0
RSV,State,Virgin Islands,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,66.5512,12.1023,14.4197,80,0
RSV,State,Virgin Islands,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,25.5012,12.0851,14.3992,80,0
RSV,State,Virginia,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,9.6937,3.0803,3.6702,2305,0
RSV,State,Virginia,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,9.6937,3.0803,3.6702,2305,0
RSV,State,Virginia,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,22.3126,9.4019,11.2022,89,0
RSV,State,Virginia,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,43.0476,10.9017,12.9893,89,0
RSV,State,Virginia,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,24.9461,9.4455,11.2542,89,0
RSV,State,Washington,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,12.5288,4.1588,4.9551,483,0
RSV,State,Washington,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,12.5288,4.1588,4.9551,483,0
RSV,State,Washington,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,23.4159,11.9118,14.1927,34,0
RSV,State,Washington,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,38.6419,15.9501,19.0044,34,0
RSV,State,Washington,Overall,60+ years,4-level vaccination and intent,Definitely or probably will not get a vaccine,October Week 4,10/21/2023 12:00:00 AM,25.4135,14.6581,17.4649,34,0
RSV,State,West Virginia,Overall,60+ years,Up-to-date,Yes,October Week 4,10/21/2023 12:00:00 AM,5.7792,1.8983,2.2618,1249,0
RSV,State,West Virginia,Overall,60+ years,4-level vaccination and intent,Received a vaccination,October Week 4,10/21/2023 12:00:00 AM,5.7792,1.8983,2.2618,1249,0
RSV,State,West Virginia,Overall,60+ years,4-level vaccination and intent,Definitely will get a vaccine,October Week 4,10/21/2023 12:00:00 AM,13.0825,6.2848,7.4883,83,0
RSV,State,West Virginia,Overall,60+ years,4-level vaccination and intent,Probably will get a vaccine/unsure,October Week 4,10/21/2023 12:00:00 AM,57.8169,10.8655,12.9461,83,0
RSV,National,National,Race/Ethnicity,"American Indian/Alaska Native, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,11/04/2023 12:00:00 AM,59.7948,31.2734,37.2619,39,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",Up-to-date,Yes,November Week 1,11/04/2023 12:00:00 AM,7.7633,2.3318,2.7783,1556,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Received a vaccination,November Week 1,11/04/2023 12:00:00 AM,7.7633,2.3318,2.7783,1556,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,November Week 1,11/04/2023 12:00:00 AM,9.6754,7.5023,8.939,123,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 1,11/04/2023 12:00:00 AM,48.6959,17.0859,20.3577,123,0
RSV,National,National,Race/Ethnicity,"Asian, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,11/04/2023 12:00:00 AM,33.8654,18.658,22.2308,123,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",Up-to-date,Yes,November Week 1,11/04/2023 12:00:00 AM,7.6543,1.2355,1.472,7621,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Received a vaccination,November Week 1,11/04/2023 12:00:00 AM,7.6543,1.2355,1.472,7621,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,November Week 1,11/04/2023 12:00:00 AM,16.3963,4.5314,5.3991,524,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 1,11/04/2023 12:00:00 AM,49.3159,7.3317,8.7357,524,0
RSV,National,National,Race/Ethnicity,"Black, Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,11/04/2023 12:00:00 AM,26.6335,7.3267,8.7297,524,0
RSV,National,National,Race/Ethnicity,Hispanic,Up-to-date,Yes,November Week 1,11/04/2023 12:00:00 AM,6.8374,1.7375,2.0702,6941,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Received a vaccination,November Week 1,11/04/2023 12:00:00 AM,6.8374,1.7375,2.0702,6941,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Definitely will get a vaccine,November Week 1,11/04/2023 12:00:00 AM,26.4994,9.8417,11.7262,508,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 1,11/04/2023 12:00:00 AM,50.0616,11.4818,13.6805,508,0
RSV,National,National,Race/Ethnicity,Hispanic,4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,11/04/2023 12:00:00 AM,16.6016,6.2691,7.4696,508,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",Up-to-date,Yes,November Week 1,11/04/2023 12:00:00 AM,7.4867,2.6483,3.1554,2189,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",4-level vaccination and intent,Received a vaccination,November Week 1,11/04/2023 12:00:00 AM,7.4867,2.6483,3.1554,2189,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,November Week 1,11/04/2023 12:00:00 AM,12.2261,8.724,10.3945,124,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",4-level vaccination and intent,Probably will get a vaccine/unsure,November Week 1,11/04/2023 12:00:00 AM,54.2866,21.9964,26.2084,124,0
RSV,National,National,Race/Ethnicity,"Multiple Race/Other (Excludes Asian, AIAN, PI/NH), Non-Hispanic",4-level vaccination and intent,Definitely or probably will not get a vaccine,November Week 1,11/04/2023 12:00:00 AM,26.0007,10.156,12.1007,124,0
RSV,National,National,Race/Ethnicity,"Other, Non-Hispanic",Up-to-date,Yes,November Week 1,11/04/2023 12:00:00 AM,7.3568,1.7051,2.0316,4902,0
RSV,National,National,Race/Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Received a vaccination,November Week 1,11/04/2023 12:00:00 AM,7.3568,1.7051,2.0316,4902,0
RSV,National,National,Race/Ethnicity,"Other, Non-Hispanic",4-level vaccination and intent,Definitely will get a vaccine,November Week 1,11/04/2023 12:00:00 AM,8.7742,3.9199,4.6705,319,0
